,NonTreated-Givpir,NonTreated-Givpir,NonTreated-Givpir,NonTreated-Givpir,NonTreated-Givpir,NonTreated-Givpir,NonTreated-Givpir,NonTreated-Givpir,NonTreated-Givpir,NonTreated-Netretopanpir,NonTreated-Netretopanpir,NonTreated-Netretopanpir,NonTreated-Netretopanpir,NonTreated-Netretopanpir,NonTreated-Netretopanpir,NonTreated-Netretopanpir,NonTreated-Netretopanpir,NonTreated-Netretopanpir,NonTreated-Xosam,NonTreated-Xosam,NonTreated-Xosam,NonTreated-Xosam,NonTreated-Xosam,NonTreated-Xosam,NonTreated-Xosam,NonTreated-Xosam,NonTreated-Xosam
TOXF761,-0.23,0.41,0.946,0.59,0.981,0.41,0.38721614328026455,0.946,0.02410886359820726,-0.1,0.46,0.946,0.54,0.987,0.46,0.3372421683184259,0.946,0.02410886359820726,-0.75,0.228,0.925,0.772,0.984,0.228,0.6420651529995461,0.925,0.03385826726096737
STG962,-0.36,0.36,0.92,0.64,0.981,0.36,0.44369749923271273,0.92,0.036212172654444715,-0.1,0.461,0.946,0.539,0.987,0.461,0.33629907461035186,0.946,0.02410886359820726,-1.89,0.0296,0.925,0.97,0.988,0.0296,1.5287082889410615,0.925,0.03385826726096737
IFT756,-0.16,0.438,0.952,0.562,0.981,0.438,0.3585258894959005,0.952,0.021363051615525673,-0.1,0.462,0.946,0.538,0.987,0.462,0.33535802444387447,0.946,0.02410886359820726,-0.76,0.222,0.925,0.778,0.984,0.222,0.6536470255493614,0.925,0.03385826726096737
DNT4,0.88,0.811,0.999,0.189,0.981,0.189,0.7235381958267558,0.981,0.008330992620051497,-0.1,0.462,0.946,0.538,0.987,0.462,0.33535802444387447,0.946,0.02410886359820726,1.25,0.895,1.0,0.105,0.937,0.105,0.978810700930062,0.937,0.02826040911222171
POIV527,-0.77,0.221,0.897,0.779,0.981,0.221,0.6556077263148893,0.897,0.047207556955907906,-0.09,0.462,0.946,0.538,0.987,0.462,0.33535802444387447,0.946,0.02410886359820726,-0.69,0.244,0.925,0.756,0.984,0.244,0.6126101736612706,0.925,0.03385826726096737
HUBSV6,-0.21,0.417,0.95,0.583,0.981,0.417,0.3798639450262425,0.95,0.022276394711152253,-0.09,0.463,0.946,0.537,0.987,0.463,0.33441900898204685,0.946,0.02410886359820726,-0.43,0.335,0.945,0.665,0.984,0.335,0.47495519296315475,0.945,0.024568191490737076
MZOT89,0.1,0.54,0.971,0.46,0.981,0.46,0.3372421683184259,0.971,0.012780770091995148,-0.09,0.463,0.946,0.537,0.987,0.463,0.33441900898204685,0.946,0.02410886359820726,-0.71,0.239,0.925,0.761,0.984,0.239,0.6216020990518624,0.925,0.03385826726096737
FWA9,1.63,0.948,0.999,0.052,0.826,0.052,1.2839966563652008,0.826,0.0830199526796178,-0.09,0.463,0.946,0.537,0.987,0.463,0.33441900898204685,0.946,0.02410886359820726,-0.12,0.453,0.96,0.547,0.984,0.453,0.34390179798716813,0.96,0.017728766960431602
TGLV67,-0.75,0.227,0.897,0.773,0.981,0.227,0.6439741428068773,0.897,0.047207556955907906,-0.09,0.463,0.946,0.537,0.987,0.463,0.33441900898204685,0.946,0.02410886359820726,1.88,0.97,1.0,0.0303,0.817,0.0303,1.518557371497695,0.817,0.08777794346758454
HEPKV8,-0.04,0.484,0.968,0.516,0.981,0.484,0.31515463835558755,0.968,0.014124642691606345,-0.09,0.464,0.946,0.536,0.987,0.464,0.3334820194451191,0.946,0.02410886359820726,-1.12,0.13,0.925,0.87,0.984,0.13,0.8860566476931632,0.925,0.03385826726096737
DHTB6,-0.04,0.485,0.968,0.515,0.981,0.485,0.3142582613977364,0.968,0.014124642691606345,-0.09,0.464,0.946,0.536,0.987,0.464,0.3334820194451191,0.946,0.02410886359820726,-0.72,0.236,0.925,0.764,0.984,0.236,0.6270879970298935,0.925,0.03385826726096737
IHWC3,0.36,0.641,0.987,0.359,0.981,0.359,0.44490555142168087,0.981,0.008330992620051497,-0.09,0.464,0.946,0.536,0.987,0.464,0.3334820194451191,0.946,0.02410886359820726,1.64,0.95,1.0,0.0504,0.877,0.0504,1.2975694635544748,0.877,0.05700040663395948
BHQB25,-0.24,0.405,0.943,0.595,0.981,0.405,0.3925449767853314,0.943,0.02548830726267165,-0.09,0.464,0.946,0.536,0.987,0.464,0.3334820194451191,0.946,0.02410886359820726,0.97,0.835,0.998,0.165,0.953,0.165,0.7825160557860937,0.953,0.02090709936167361
FXQUV987,-1.01,0.156,0.897,0.844,0.981,0.156,0.8068754016455384,0.897,0.047207556955907906,-0.09,0.465,0.946,0.535,0.987,0.465,0.33254704711004607,0.946,0.02410886359820726,0.4,0.654,0.981,0.346,0.984,0.346,0.46092390120722343,0.981,0.008330992620051497
LOKAC16,1.62,0.947,0.999,0.0527,0.826,0.0527,1.2781893847874535,0.826,0.0830199526796178,-0.09,0.465,0.946,0.535,0.987,0.465,0.33254704711004607,0.946,0.02410886359820726,-0.27,0.395,0.952,0.605,0.984,0.395,0.40340290437353976,0.952,0.021363051615525673
HZY4,-1.91,0.028,0.897,0.972,0.987,0.028,1.5528419686577808,0.897,0.047207556955907906,-0.09,0.465,0.946,0.535,0.987,0.465,0.33254704711004607,0.946,0.02410886359820726,2.22,0.987,1.0,0.0131,0.75,0.0131,1.8827287043442358,0.75,0.12493873660829995
IDSKJ473,0.57,0.716,0.988,0.284,0.981,0.284,0.5466816599529624,0.981,0.008330992620051497,-0.09,0.465,0.946,0.535,0.987,0.465,0.33254704711004607,0.946,0.02410886359820726,-0.47,0.32,0.943,0.68,0.984,0.32,0.494850021680094,0.943,0.02548830726267165
XBCO023,0.65,0.742,0.988,0.258,0.981,0.258,0.5883802940367698,0.981,0.008330992620051497,-0.08,0.468,0.949,0.532,0.987,0.468,0.32975414692587596,0.949,0.022733787572707352,1.68,0.953,1.0,0.0467,0.859,0.0467,1.330683119433888,0.859,0.0660068361687577
HOHDQ126,1.27,0.897,0.999,0.103,0.915,0.103,0.9871627752948278,0.915,0.038578905933551705,-0.08,0.468,0.949,0.532,0.987,0.468,0.32975414692587596,0.949,0.022733787572707352,-0.76,0.223,0.925,0.777,0.984,0.223,0.6516951369518393,0.925,0.03385826726096737
WIBGS82,0.18,0.57,0.986,0.43,0.981,0.43,0.36653154442041347,0.981,0.008330992620051497,-0.08,0.469,0.95,0.531,0.987,0.469,0.32882715728491674,0.95,0.022276394711152253,-1.32,0.0939,0.925,0.906,0.984,0.0939,1.027334407733889,0.925,0.03385826726096737
LDSAX35,-1.93,0.0266,0.897,0.973,0.987,0.0266,1.575118363368933,0.897,0.047207556955907906,-0.08,0.47,0.95,0.53,0.987,0.47,0.3279021420642826,0.95,0.022276394711152253,-1.57,0.0577,0.925,0.942,0.986,0.0577,1.2388241868442686,0.925,0.03385826726096737
NFPV0,0.65,0.743,0.988,0.257,0.981,0.257,0.5900668766687055,0.981,0.008330992620051497,-0.07,0.471,0.952,0.529,0.987,0.471,0.3269790928711038,0.952,0.021363051615525673,0.18,0.573,0.972,0.427,0.984,0.427,0.36957212497497616,0.972,0.012333735073725434
RVZA931,-2.07,0.0191,0.897,0.981,0.989,0.0191,1.7189666327522726,0.897,0.047207556955907906,-0.07,0.472,0.952,0.528,0.987,0.472,0.32605800136591223,0.952,0.021363051615525673,0.82,0.793,0.998,0.207,0.979,0.207,0.6840296545430823,0.979,0.009217308196862183
RPR513,-0.21,0.415,0.947,0.585,0.981,0.415,0.3819519032879073,0.947,0.0236500209967266,-0.07,0.473,0.954,0.527,0.987,0.473,0.32513885926218844,0.954,0.020451625295904902,2.12,0.983,1.0,0.0169,0.811,0.0169,1.7721132953863266,0.811,0.09097914578884395
SOX241,-1.12,0.131,0.897,0.869,0.981,0.131,0.8827287043442357,0.897,0.047207556955907906,-0.07,0.474,0.954,0.526,0.987,0.474,0.324221658325915,0.954,0.020451625295904902,-1.54,0.0616,0.925,0.938,0.986,0.0616,1.2104192878355746,0.925,0.03385826726096737
RJQK1,-0.04,0.484,0.968,0.516,0.981,0.484,0.31515463835558755,0.968,0.014124642691606345,-0.06,0.476,0.958,0.524,0.987,0.476,0.32239304727950685,0.958,0.018634490921455603,1.81,0.965,1.0,0.0353,0.831,0.0353,1.4522252946121774,0.831,0.08039897621588903
PQN73,0.18,0.573,0.986,0.427,0.981,0.427,0.36957212497497616,0.981,0.008330992620051497,-0.06,0.477,0.958,0.523,0.987,0.477,0.3214816209598861,0.958,0.018634490921455603,-0.65,0.257,0.925,0.743,0.984,0.257,0.5900668766687055,0.925,0.03385826726096737
HKJ4,-0.55,0.292,0.898,0.708,0.981,0.292,0.5346171485515817,0.898,0.04672366333269562,-0.06,0.477,0.958,0.523,0.987,0.477,0.3214816209598861,0.958,0.018634490921455603,2.83,0.998,1.0,0.00233,0.35,0.00233,2.632644078973981,0.35,0.4559319556497244
VXYJV284,-1.25,0.105,0.897,0.895,0.981,0.105,0.978810700930062,0.897,0.047207556955907906,-0.06,0.477,0.958,0.523,0.987,0.477,0.3214816209598861,0.958,0.018634490921455603,-0.34,0.366,0.947,0.634,0.984,0.366,0.43651891460558934,0.947,0.0236500209967266
SVFXP4,0.68,0.751,0.988,0.249,0.981,0.249,0.6038006529042637,0.981,0.008330992620051497,-0.06,0.478,0.958,0.522,0.987,0.478,0.3205721033878811,0.958,0.018634490921455603,-0.69,0.245,0.925,0.755,0.984,0.245,0.6108339156354675,0.925,0.03385826726096737
XRUT26,0.94,0.827,0.999,0.173,0.975,0.173,0.7619538968712046,0.975,0.010995384301463193,-0.05,0.478,0.958,0.522,0.987,0.478,0.3205721033878811,0.958,0.018634490921455603,0.92,0.821,0.998,0.179,0.953,0.179,0.7471469690201068,0.953,0.02090709936167361
YZRLV4,0.74,0.77,0.992,0.23,0.981,0.23,0.638272163982407,0.981,0.008330992620051497,-0.05,0.479,0.958,0.521,0.987,0.479,0.3196644865854368,0.958,0.018634490921455603,1.71,0.957,1.0,0.0432,0.859,0.0432,1.3645162531850878,0.859,0.0660068361687577
JMGNF61,-0.64,0.263,0.898,0.737,0.981,0.263,0.5800442515102421,0.898,0.04672366333269562,-0.05,0.48,0.958,0.52,0.987,0.48,0.3187587626244128,0.958,0.018634490921455603,2.73,0.997,1.0,0.00319,0.388,0.00319,2.496209316942819,0.388,0.41116827440579273
AFNZS5,1.01,0.843,0.999,0.157,0.953,0.157,0.8041003475907662,0.953,0.02090709936167361,-0.05,0.48,0.958,0.52,0.987,0.48,0.3187587626244128,0.958,0.018634490921455603,1.79,0.963,1.0,0.037,0.831,0.037,1.431798275933005,0.831,0.08039897621588903
CTR513,-0.64,0.262,0.898,0.738,0.981,0.262,0.5816987086802545,0.898,0.04672366333269562,-0.05,0.48,0.958,0.52,0.987,0.48,0.3187587626244128,0.958,0.018634490921455603,2.72,0.997,1.0,0.0033,0.388,0.0033,2.4814860601221125,0.388,0.41116827440579273
OBPN02,-0.05,0.481,0.968,0.519,0.981,0.481,0.31785492362616824,0.968,0.014124642691606345,-0.04,0.482,0.959,0.518,0.987,0.482,0.31695296176115045,0.959,0.018181392829336417,1.16,0.878,1.0,0.122,0.949,0.122,0.9136401693252518,0.949,0.022733787572707352
EVTX873,-1.12,0.131,0.897,0.869,0.981,0.131,0.8827287043442357,0.897,0.047207556955907906,-0.04,0.483,0.959,0.517,0.987,0.483,0.31605286924848786,0.959,0.018181392829336417,-1.48,0.0693,0.925,0.931,0.986,0.0693,1.1592667653881932,0.925,0.03385826726096737
XLRWU3,-0.38,0.352,0.92,0.648,0.981,0.352,0.453457336521869,0.92,0.036212172654444715,-0.04,0.483,0.959,0.517,0.987,0.483,0.31605286924848786,0.959,0.018181392829336417,-1.18,0.119,0.925,0.881,0.984,0.119,0.9244530386074693,0.925,0.03385826726096737
AXWZ1,-1.12,0.132,0.897,0.868,0.981,0.132,0.8794260687941501,0.897,0.047207556955907906,-0.04,0.484,0.959,0.516,0.987,0.484,0.31515463835558755,0.959,0.018181392829336417,-0.44,0.328,0.944,0.672,0.984,0.328,0.4841261562883209,0.944,0.02502800570193105
KCPT74,-1.43,0.0765,0.897,0.924,0.981,0.0765,1.1163385648463824,0.897,0.047207556955907906,-0.04,0.484,0.959,0.516,0.987,0.484,0.31515463835558755,0.959,0.018181392829336417,-0.23,0.41,0.958,0.59,0.984,0.41,0.38721614328026455,0.958,0.018634490921455603
QBXU730,1.22,0.889,0.999,0.111,0.915,0.111,0.9546770212133425,0.915,0.038578905933551705,-0.04,0.484,0.959,0.516,0.987,0.484,0.31515463835558755,0.959,0.018181392829336417,0.3,0.619,0.975,0.381,0.984,0.381,0.4190750243243807,0.975,0.010995384301463193
TQAR60,-0.35,0.364,0.92,0.636,0.981,0.364,0.438898616350944,0.92,0.036212172654444715,-0.04,0.484,0.96,0.516,0.987,0.484,0.31515463835558755,0.96,0.017728766960431602,-1.35,0.0886,0.925,0.911,0.985,0.0886,1.0525662781129492,0.925,0.03385826726096737
CYCAZ16,0.2,0.58,0.986,0.42,0.981,0.42,0.37675070960209955,0.981,0.008330992620051497,-0.04,0.485,0.96,0.515,0.987,0.485,0.3142582613977364,0.96,0.017728766960431602,-0.48,0.314,0.94,0.686,0.984,0.314,0.5030703519267851,0.94,0.026872146400301365
OXH6,0.02,0.509,0.97,0.491,0.981,0.491,0.3089185078770315,0.97,0.01322826573375516,-0.04,0.486,0.96,0.514,0.987,0.486,0.3133637307377066,0.96,0.017728766960431602,0.86,0.805,0.998,0.195,0.961,0.195,0.7099653886374819,0.961,0.017276612331454656
FTRUN9,-1.74,0.0408,0.897,0.959,0.985,0.0408,1.38933983691012,0.897,0.047207556955907906,-0.04,0.486,0.96,0.514,0.987,0.486,0.3133637307377066,0.96,0.017728766960431602,2.1,0.982,1.0,0.0177,0.817,0.0177,1.7520267336381934,0.817,0.08777794346758454
DAZ125,1.24,0.892,0.999,0.108,0.915,0.108,0.9665762445130504,0.915,0.038578905933551705,-0.03,0.487,0.961,0.513,0.987,0.487,0.3124710387853657,0.961,0.017276612331454656,1.89,0.971,1.0,0.0295,0.817,0.0295,1.530177984021837,0.817,0.08777794346758454
FUOBS902,0.19,0.577,0.986,0.423,0.981,0.423,0.37365963262495766,0.981,0.008330992620051497,-0.03,0.488,0.961,0.512,0.987,0.488,0.3115801779972894,0.961,0.017276612331454656,0.63,0.737,0.998,0.263,0.981,0.263,0.5800442515102421,0.981,0.008330992620051497
EYAU2,0.96,0.831,0.999,0.169,0.971,0.169,0.7721132953863264,0.971,0.012780770091995148,-0.03,0.488,0.961,0.512,0.987,0.488,0.3115801779972894,0.961,0.017276612331454656,-0.02,0.491,0.966,0.509,0.984,0.491,0.3089185078770315,0.966,0.015022873584506671
RRQXN8,2.29,0.989,0.999,0.011,0.638,0.011,1.958607314841775,0.638,0.19517932127883766,-0.03,0.489,0.962,0.511,0.987,0.489,0.3106911408763798,0.962,0.016824927962187056,-0.67,0.251,0.925,0.749,0.984,0.251,0.6003262785189618,0.925,0.03385826726096737
OCRL95,0.46,0.676,0.988,0.324,0.981,0.324,0.48945498979338786,0.981,0.008330992620051497,-0.03,0.49,0.962,0.51,0.987,0.49,0.3098039199714863,0.962,0.016824927962187056,-1.48,0.0695,0.925,0.93,0.986,0.0695,1.158015195409886,0.925,0.03385826726096737
KPSJD05,0.38,0.648,0.987,0.352,0.981,0.352,0.453457336521869,0.981,0.008330992620051497,-0.02,0.49,0.962,0.51,0.987,0.49,0.3098039199714863,0.962,0.016824927962187056,0.93,0.825,0.998,0.175,0.953,0.175,0.7569619513137056,0.953,0.02090709936167361
HUBP931,1.18,0.881,0.999,0.119,0.915,0.119,0.9244530386074693,0.915,0.038578905933551705,-0.02,0.491,0.962,0.509,0.987,0.491,0.3089185078770315,0.962,0.016824927962187056,0.9,0.817,0.998,0.183,0.953,0.183,0.7375489102695706,0.953,0.02090709936167361
XOFM149,0.03,0.513,0.97,0.487,0.981,0.487,0.3124710387853657,0.97,0.01322826573375516,-0.02,0.491,0.962,0.509,0.987,0.491,0.3089185078770315,0.962,0.016824927962187056,0.15,0.558,0.971,0.442,0.984,0.442,0.3545777306509081,0.971,0.012780770091995148
PUSC418,-0.57,0.283,0.898,0.717,0.981,0.283,0.5482135644757098,0.898,0.04672366333269562,-0.02,0.492,0.962,0.508,0.987,0.492,0.30803489723263966,0.962,0.016824927962187056,1.01,0.843,0.998,0.157,0.953,0.157,0.8041003475907662,0.953,0.02090709936167361
GXEQI289,0.68,0.753,0.988,0.247,0.981,0.247,0.6073030467403343,0.981,0.008330992620051497,-0.02,0.492,0.962,0.508,0.987,0.492,0.30803489723263966,0.962,0.016824927962187056,0.31,0.621,0.975,0.379,0.984,0.379,0.42136079003192767,0.975,0.010995384301463193
YLETD95,2.48,0.993,0.999,0.00662,0.638,0.00662,2.1791420105603,0.638,0.19517932127883766,-0.02,0.493,0.962,0.507,0.987,0.493,0.30715308072277,0.962,0.016824927962187056,-0.41,0.342,0.945,0.658,0.984,0.342,0.46597389394386496,0.945,0.024568191490737076
DCJUS8,1.37,0.915,0.999,0.0848,0.915,0.0848,1.0716041477432863,0.915,0.038578905933551705,-0.02,0.493,0.962,0.507,0.987,0.493,0.30715308072277,0.962,0.016824927962187056,-0.68,0.249,0.925,0.751,0.984,0.249,0.6038006529042637,0.925,0.03385826726096737
RPKZX3,1.67,0.953,0.999,0.0472,0.826,0.0472,1.3260580013659122,0.826,0.0830199526796178,-0.02,0.493,0.962,0.507,0.987,0.493,0.30715308072277,0.962,0.016824927962187056,-0.14,0.444,0.96,0.556,0.984,0.444,0.3526170298853802,0.96,0.017728766960431602
SDYO63,0.98,0.838,0.999,0.162,0.96,0.162,0.790484985457369,0.96,0.017728766960431602,-0.01,0.494,0.962,0.506,0.987,0.494,0.30627305107635305,0.962,0.016824927962187056,-1.23,0.11,0.925,0.89,0.984,0.11,0.958607314841775,0.925,0.03385826726096737
DJG5,1.58,0.943,0.999,0.0565,0.835,0.0565,1.2479515521805615,0.835,0.07831352451639793,-0.01,0.494,0.962,0.506,0.987,0.494,0.30627305107635305,0.962,0.016824927962187056,0.48,0.685,0.981,0.315,0.984,0.315,0.5016894462103995,0.981,0.008330992620051497
BDWTY47,-0.69,0.246,0.897,0.754,0.981,0.246,0.6090648928966209,0.897,0.047207556955907906,-0.01,0.495,0.962,0.505,0.987,0.495,0.3053948010664313,0.962,0.016824927962187056,0.43,0.666,0.981,0.334,0.984,0.334,0.4762535331884355,0.981,0.008330992620051497
VRYQ60,1.06,0.856,0.999,0.144,0.949,0.144,0.8416375079047503,0.949,0.022733787572707352,-0.01,0.495,0.962,0.505,0.987,0.495,0.3053948010664313,0.962,0.016824927962187056,0.17,0.566,0.972,0.434,0.984,0.434,0.3625102704874893,0.972,0.012333735073725434
KOD14,-0.83,0.204,0.897,0.796,0.981,0.204,0.6903698325741012,0.897,0.047207556955907906,-0.01,0.496,0.962,0.504,0.987,0.496,0.30451832350980257,0.962,0.016824927962187056,-0.07,0.471,0.962,0.529,0.984,0.471,0.3269790928711038,0.962,0.016824927962187056
OOJP34,-1.52,0.0636,0.897,0.936,0.981,0.0636,1.1965428843515862,0.897,0.047207556955907906,-0.01,0.496,0.962,0.504,0.987,0.496,0.30451832350980257,0.962,0.016824927962187056,-2.81,0.00251,0.925,0.997,0.997,0.00251,2.600326278518962,0.925,0.03385826726096737
JVG925,2.64,0.996,0.999,0.00416,0.606,0.00416,2.3809066693732572,0.606,0.21752737583371382,-0.01,0.498,0.962,0.502,0.987,0.498,0.30277065724028246,0.962,0.016824927962187056,1.48,0.931,1.0,0.0694,0.929,0.0694,1.158640529545145,0.929,0.03198428600635821
WIMVS51,0.18,0.572,0.986,0.428,0.981,0.428,0.368556230986828,0.981,0.008330992620051497,-0.0,0.498,0.962,0.502,0.987,0.498,0.30277065724028246,0.962,0.016824927962187056,-0.92,0.179,0.925,0.821,0.984,0.179,0.7471469690201068,0.925,0.03385826726096737
GEOD7,-1.88,0.0303,0.897,0.97,0.987,0.0303,1.518557371497695,0.897,0.047207556955907906,-0.0,0.498,0.962,0.502,0.987,0.498,0.30277065724028246,0.962,0.016824927962187056,-0.34,0.369,0.949,0.631,0.984,0.369,0.4329736338409396,0.949,0.022733787572707352
NGOSX425,0.15,0.559,0.981,0.441,0.981,0.441,0.35556141053216145,0.981,0.008330992620051497,-0.0,0.499,0.962,0.501,0.987,0.499,0.3018994543766101,0.962,0.016824927962187056,0.99,0.839,0.998,0.161,0.953,0.161,0.7931741239681502,0.953,0.02090709936167361
FCM87,-0.28,0.39,0.93,0.61,0.981,0.39,0.4089353929735008,0.93,0.03151705144606486,-0.0,0.499,0.962,0.501,0.987,0.499,0.3018994543766101,0.962,0.016824927962187056,1.06,0.857,1.0,0.143,0.953,0.143,0.8446639625349383,0.953,0.02090709936167361
TBPF1,-0.1,0.458,0.962,0.542,0.981,0.458,0.3391345219961308,0.962,0.016824927962187056,-0.0,0.499,0.962,0.501,0.987,0.499,0.3018994543766101,0.962,0.016824927962187056,-0.21,0.415,0.958,0.585,0.984,0.415,0.3819519032879073,0.958,0.018634490921455603
ZOCVA6,-0.49,0.311,0.909,0.689,0.981,0.311,0.5072396109731625,0.909,0.041436116778032536,0.0,0.502,0.962,0.498,0.987,0.498,0.30277065724028246,0.962,0.016824927962187056,-0.51,0.306,0.931,0.694,0.984,0.306,0.51427857351842,0.931,0.031050319018657353
RMQFH49,-1.41,0.0796,0.897,0.92,0.981,0.0796,1.099086932262331,0.897,0.047207556955907906,0.0,0.502,0.962,0.498,0.987,0.498,0.30277065724028246,0.962,0.016824927962187056,1.56,0.941,1.0,0.0591,0.924,0.0591,1.2284125191187447,0.924,0.03432802877989328
QUCRG093,0.05,0.518,0.97,0.482,0.981,0.482,0.31695296176115045,0.97,0.01322826573375516,0.01,0.502,0.962,0.498,0.987,0.498,0.30277065724028246,0.962,0.016824927962187056,-1.16,0.122,0.925,0.878,0.984,0.122,0.9136401693252518,0.925,0.03385826726096737
QLI67,0.38,0.648,0.987,0.352,0.981,0.352,0.453457336521869,0.981,0.008330992620051497,0.01,0.503,0.962,0.497,0.987,0.497,0.3036436112666679,0.962,0.016824927962187056,0.97,0.835,0.998,0.165,0.953,0.165,0.7825160557860937,0.953,0.02090709936167361
FSBFC4,-1.33,0.0926,0.897,0.907,0.981,0.0926,1.0333890133180657,0.897,0.047207556955907906,0.01,0.503,0.962,0.497,0.987,0.497,0.3036436112666679,0.962,0.016824927962187056,-0.53,0.297,0.926,0.703,0.984,0.297,0.5272435506827877,0.926,0.033389013318065645
GSB04,0.14,0.557,0.981,0.443,0.981,0.443,0.3535962737769304,0.981,0.008330992620051497,0.01,0.503,0.962,0.497,0.987,0.497,0.3036436112666679,0.962,0.016824927962187056,-0.59,0.277,0.925,0.723,0.984,0.277,0.5575202309355514,0.925,0.03385826726096737
DOKAX165,0.79,0.785,0.993,0.215,0.981,0.215,0.6675615400843947,0.981,0.008330992620051497,0.01,0.503,0.962,0.497,0.987,0.497,0.3036436112666679,0.962,0.016824927962187056,-0.41,0.342,0.945,0.658,0.984,0.342,0.46597389394386496,0.945,0.024568191490737076
YBTF8,-1.02,0.154,0.897,0.846,0.981,0.154,0.8124792791635369,0.897,0.047207556955907906,0.01,0.504,0.962,0.496,0.987,0.496,0.30451832350980257,0.962,0.016824927962187056,0.78,0.784,0.998,0.216,0.979,0.216,0.6655462488490691,0.979,0.009217308196862183
DNUG23,0.31,0.623,0.987,0.377,0.981,0.377,0.42365864979420714,0.981,0.008330992620051497,0.01,0.504,0.962,0.496,0.987,0.496,0.30451832350980257,0.962,0.016824927962187056,-0.11,0.455,0.96,0.545,0.984,0.455,0.34198860334288755,0.96,0.017728766960431602
FXT5,0.12,0.546,0.973,0.454,0.981,0.454,0.34294414714289606,0.973,0.0118871597316481,0.01,0.504,0.962,0.496,0.987,0.496,0.30451832350980257,0.962,0.016824927962187056,-1.11,0.134,0.925,0.866,0.984,0.134,0.8728952016351923,0.925,0.03385826726096737
QSV97,0.55,0.709,0.988,0.291,0.981,0.291,0.5361070110140927,0.981,0.008330992620051497,0.01,0.505,0.962,0.495,0.987,0.495,0.3053948010664313,0.962,0.016824927962187056,0.08,0.53,0.97,0.47,0.984,0.47,0.3279021420642826,0.97,0.01322826573375516
KFB534,-0.67,0.252,0.898,0.748,0.981,0.252,0.5985994592184559,0.898,0.04672366333269562,0.01,0.505,0.962,0.495,0.987,0.495,0.3053948010664313,0.962,0.016824927962187056,-0.52,0.3,0.93,0.7,0.984,0.3,0.5228787452803376,0.93,0.03151705144606486
DGPAU901,-1.51,0.066,0.897,0.934,0.981,0.066,1.1804560644581312,0.897,0.047207556955907906,0.02,0.508,0.967,0.492,0.987,0.492,0.30803489723263966,0.967,0.014573525916998339,1.15,0.874,1.0,0.126,0.949,0.126,0.8996294548824371,0.949,0.022733787572707352
SVPO1,-1.42,0.0777,0.897,0.922,0.981,0.0777,1.1095789811990857,0.897,0.047207556955907906,0.02,0.509,0.967,0.491,0.987,0.491,0.3089185078770315,0.967,0.014573525916998339,-2.07,0.0191,0.925,0.981,0.992,0.0191,1.7189666327522726,0.925,0.03385826726096737
HHKNY932,-0.28,0.389,0.93,0.611,0.981,0.389,0.41005039867429227,0.93,0.03151705144606486,0.02,0.509,0.967,0.491,0.987,0.491,0.3089185078770315,0.967,0.014573525916998339,-0.43,0.332,0.945,0.668,0.984,0.332,0.4788619162959637,0.945,0.024568191490737076
QPNO715,0.3,0.618,0.987,0.382,0.981,0.382,0.41793663708829126,0.981,0.008330992620051497,0.02,0.51,0.967,0.49,0.987,0.49,0.3098039199714863,0.967,0.014573525916998339,0.19,0.575,0.972,0.425,0.984,0.425,0.37161106994968846,0.972,0.012333735073725434
UZI0,0.2,0.58,0.986,0.42,0.981,0.42,0.37675070960209955,0.981,0.008330992620051497,0.03,0.511,0.967,0.489,0.987,0.489,0.3106911408763798,0.967,0.014573525916998339,-0.79,0.215,0.925,0.785,0.984,0.215,0.6675615400843947,0.925,0.03385826726096737
NCEGF2,-0.28,0.39,0.93,0.61,0.981,0.39,0.4089353929735008,0.93,0.03151705144606486,0.03,0.511,0.967,0.489,0.987,0.489,0.3106911408763798,0.967,0.014573525916998339,0.0,0.5,0.97,0.5,0.984,0.5,0.3010299956639812,0.97,0.01322826573375516
