guide	gene	Givpir_1	Givpir_2	Givpir_3	Netretopanpir_1	Netretopanpir_2	Netretopanpir_3	NonTreated_1	NonTreated_2	NonTreated_3	Xosam_1	Xosam_2	Xosam_3
BNY6_2	BNY6	1724	1717	1744	1899	1868	1869	635	620	549	382	375	439
QPYM326_1	QPYM326	2743	2683	2787	1212	1198	1131	581	583	642	1882	1919	1857
QPYM326_2	QPYM326	2758	2709	2694	1189	1124	1140	649	531	592	1861	1798	1925
EZEYT97_1	EZEYT97	1124	1227	1176	1996	2089	2107	573	657	534	764	806	759
EZEYT97_2	EZEYT97	1134	1107	1148	2090	2106	2050	634	558	628	790	769	729
CGKE706_1	CGKE706	1387	1469	1402	1402	1326	1281	664	664	596	1220	1163	1198
CGKE706_2	CGKE706	1408	1368	1505	1348	1337	1410	605	579	622	1168	1232	1152
ORIKP47_1	ORIKP47	4125	4158	4156	536	512	564	593	527	654	1277	1319	1357
ORIKP47_2	ORIKP47	4147	4135	4033	578	556	527	653	545	533	1349	1367	1333
TPV3_1	TPV3	97	85	154	122	82	142	168	153	146	113	78	164
TPV3_2	TPV3	218	115	138	127	213	199	200	203	225	216	201	223
IMOC6_1	IMOC6	4722	4758	4769	961	969	978	566	596	610	741	600	682
IMOC6_2	IMOC6	4709	4679	4690	969	947	919	552	581	588	700	666	739
DXPB019_1	DXPB019	716	724	695	2463	2515	2481	525	533	662	2299	2283	2252
DXPB019_2	DXPB019	619	581	616	2519	2534	2548	526	602	581	2246	2220	2157
HHNC37_1	HHNC37	214	288	260	2929	2836	2924	577	664	576	1001	981	1088
HHNC37_2	HHNC37	267	226	213	2850	2945	2830	603	602	619	995	974	1108
GCXJO924_1	GCXJO924	1960	1906	1900	600	599	623	645	536	596	2056	2029	2019
GCXJO924_2	GCXJO924	2028	2040	1949	707	727	672	596	657	552	2061	2055	2078
PBK1_1	PBK1	797	839	835	1727	1742	1725	606	670	527	1096	1055	974
PBK1_2	PBK1	849	781	878	1721	1698	1750	572	656	571	1076	1029	1064
VQXM89_1	VQXM89	439	447	458	622	610	663	596	602	577	549	582	510
VQXM89_2	VQXM89	415	471	535	692	716	591	654	526	607	593	583	517
JES146_1	JES146	1892	1781	1789	2612	2722	2694	577	589	557	326	320	359
JES146_2	JES146	1847	1876	1878	2612	2707	2660	541	559	589	263	284	258
GNP072_1	GNP072	1038	1050	1023	558	617	617	598	554	587	1118	1103	1043
GNP072_2	GNP072	973	992	990	618	549	573	674	624	546	1086	1126	1048
HBQ4_1	HBQ4	6878	6898	6901	1013	981	986	657	540	647	986	1118	1114
HBQ4_2	HBQ4	6810	6829	6925	1023	955	1018	658	675	671	1069	1037	988
SGRYO7_1	SGRYO7	1154	1168	1115	2000	2031	1958	582	555	548	2126	2156	2161
SGRYO7_2	SGRYO7	1081	1115	1154	1971	1982	1944	652	664	599	2200	2176	2071
NQBVP2_1	NQBVP2	557	410	487	634	719	711	558	549	623	941	1045	960
NQBVP2_2	NQBVP2	551	426	483	596	694	626	568	588	575	949	977	1038
ULXS2_1	ULXS2	659	657	557	5136	5082	5039	629	654	553	3123	3126	3015
ULXS2_2	ULXS2	582	538	660	5015	5120	5048	576	571	612	3017	3120	3116
JXLID1_1	JXLID1	1472	1445	1508	2662	2619	2683	631	540	572	1410	1436	1449
JXLID1_2	JXLID1	1460	1481	1499	2634	2705	2599	529	566	545	1402	1454	1450
GZU5_1	GZU5	1331	1282	1245	695	633	618	638	557	667	1510	1481	1465
GZU5_2	GZU5	1327	1281	1332	719	598	655	602	674	526	1564	1511	1584
HJAHL172_1	HJAHL172	210	155	101	115	142	88	207	224	152	169	122	113
HJAHL172_2	HJAHL172	125	157	222	119	214	180	192	93	86	170	166	152
FRLEX79_1	FRLEX79	1720	1718	1721	1847	1856	1776	645	566	550	656	615	613
FRLEX79_2	FRLEX79	1782	1818	1803	1776	1834	1891	590	578	637	623	618	648
TIU75_1	TIU75	2802	2750	2749	913	934	875	644	629	590	3203	3259	3305
TIU75_2	TIU75	2734	2813	2814	857	918	927	666	613	582	3206	3241	3177
SNDSK145_1	SNDSK145	2044	2059	2110	2322	2378	2358	613	645	646	3877	3861	3870
SNDSK145_2	SNDSK145	2003	2126	2119	2368	2419	2423	554	563	544	3865	3953	3958
AXWQ7_1	AXWQ7	1804	1831	1791	2417	2316	2370	569	583	576	1268	1339	1360
AXWQ7_2	AXWQ7	1859	1755	1813	2332	2382	2413	656	579	641	1295	1284	1341
ARXTA96_1	ARXTA96	1092	1043	1065	470	461	469	578	570	631	1053	1002	1033
ARXTA96_2	ARXTA96	989	974	1034	511	506	470	627	670	587	1042	974	1064
BIUX1_1	BIUX1	1467	1411	1377	1742	1747	1766	552	620	608	480	471	507
BIUX1_2	BIUX1	1475	1472	1360	1850	1807	1760	582	587	540	476	436	491
SOX241_1	SOX241	512	515	594	1058	1175	1067	641	668	601	374	464	484
SOX241_2	SOX241	573	588	560	1053	1125	1186	549	625	610	388	361	484
TFECY23_1	TFECY23	1346	1240	1270	776	746	694	625	584	609	1112	1182	1151
TFECY23_2	TFECY23	1257	1264	1335	752	796	751	537	590	596	1116	1122	1086
PUQ51_1	PUQ51	1395	1358	1372	357	409	324	586	628	632	795	864	762
PUQ51_2	PUQ51	1353	1292	1338	472	341	390	590	645	653	774	872	769
GJHO1_1	GJHO1	3805	3817	3797	685	617	552	655	594	598	6970	7001	6954
GJHO1_2	GJHO1	3735	3848	3741	667	587	645	636	545	643	6906	6902	6934
MREGZ06_1	MREGZ06	608	544	603	525	556	522	550	675	608	950	821	816
MREGZ06_2	MREGZ06	502	586	479	567	562	490	625	570	672	913	834	899
YSONA70_1	YSONA70	1547	1528	1590	810	858	915	577	594	593	1156	1193	1129
YSONA70_2	YSONA70	1504	1581	1584	926	891	937	540	554	580	1195	1171	1195
UHMQ5_1	UHMQ5	1914	1949	1892	401	343	414	535	577	594	533	565	562
UHMQ5_2	UHMQ5	2022	1923	1915	327	365	306	554	657	602	618	501	597
SVD34_1	SVD34	539	500	466	1424	1409	1429	656	566	537	286	297	250
SVD34_2	SVD34	476	559	441	1461	1544	1497	651	630	624	285	230	277
ZOUM89_1	ZOUM89	164	147	121	163	129	184	83	140	121	145	192	132
ZOUM89_2	ZOUM89	194	172	115	118	165	216	205	116	121	90	156	198
HSAF0_1	HSAF0	442	438	351	887	815	862	526	653	657	1336	1354	1296
HSAF0_2	HSAF0	368	394	381	813	799	855	661	620	556	1351	1370	1308
XVX275_1	XVX275	722	703	622	6524	6481	6601	533	577	672	493	558	547
XVX275_2	XVX275	693	703	643	6462	6510	6567	673	638	581	552	511	532
FUOBS902_1	FUOBS902	1255	1212	1319	1029	1112	1079	564	615	530	1800	1781	1732
FUOBS902_2	FUOBS902	1321	1194	1329	1060	1072	1090	574	544	662	1705	1738	1685
ANHF2_1	ANHF2	566	637	600	782	778	766	636	620	623	1832	1692	1772
ANHF2_2	ANHF2	631	643	622	897	884	890	531	564	547	1813	1813	1714
HZY4_1	HZY4	353	320	235	1062	1022	1025	573	607	545	5257	5306	5211
HZY4_2	HZY4	315	313	371	1110	1146	1025	652	607	612	5221	5167	5311
AZRD560_1	AZRD560	980	921	888	702	681	700	625	540	545	954	992	891
AZRD560_2	AZRD560	1023	907	904	652	588	664	669	549	537	957	930	904
YBVE916_1	YBVE916	919	989	957	2927	2956	2884	574	633	652	534	461	545
YBVE916_2	YBVE916	864	916	968	2935	2880	2960	576	636	612	452	403	547
WVJ0_1	WVJ0	746	657	653	3024	2923	3003	614	652	634	4966	4933	5030
WVJ0_2	WVJ0	735	678	750	3056	3047	3036	603	583	616	4974	4969	5060
GHKT2_1	GHKT2	1330	1226	1299	3087	3036	3013	525	599	586	1004	1014	950
GHKT2_2	GHKT2	1235	1339	1342	3061	3028	3014	572	646	652	955	1024	1012
HKJ4_1	HKJ4	787	731	844	1080	1074	1047	622	644	587	7892	7995	7961
HKJ4_2	HKJ4	713	792	853	1104	1013	1134	559	545	604	7896	7959	7932
DOKAX165_1	DOKAX165	1900	1909	1897	1090	1075	1101	619	622	567	837	833	922
DOKAX165_2	DOKAX165	1973	1918	2002	1110	1147	1157	589	571	557	917	825	831
MDRF93_1	MDRF93	1224	1248	1211	3226	3196	3156	567	587	580	1000	992	1002
MDRF93_2	MDRF93	1254	1283	1235	3167	3151	3154	668	639	633	901	958	964
DGLD761_1	DGLD761	282	278	313	2300	2333	2322	643	589	585	579	592	495
DGLD761_2	DGLD761	245	386	363	2275	2272	2308	526	582	641	591	538	506
VFGWU617_1	VFGWU617	1251	1294	1211	5926	5978	5936	598	536	563	910	891	929
VFGWU617_2	VFGWU617	1250	1191	1209	5992	6020	5972	593	589	597	990	912	917
EQPUW254_1	EQPUW254	1228	1211	1228	441	377	322	620	578	590	1395	1371	1361
EQPUW254_2	EQPUW254	1237	1122	1187	430	326	342	673	551	648	1452	1400	1356
UZFV87_1	UZFV87	821	683	800	2463	2451	2358	669	536	610	1090	1125	1171
UZFV87_2	UZFV87	758	770	769	2367	2409	2320	646	658	565	1151	1035	1114
NZUBQ709_1	NZUBQ709	838	837	926	750	717	734	579	546	569	1185	1220	1134
NZUBQ709_2	NZUBQ709	851	821	912	719	804	701	547	550	527	1102	1176	1154
CCW82_1	CCW82	1692	1706	1781	840	786	828	570	608	630	2239	2293	2200
CCW82_2	CCW82	1714	1730	1706	873	834	915	550	547	635	2234	2296	2322
GIDX67_1	GIDX67	1657	1602	1672	654	753	683	648	661	536	1183	1308	1244
GIDX67_2	GIDX67	1631	1647	1574	644	638	745	554	585	642	1216	1291	1235
QHRQ38_1	QHRQ38	2317	2269	2333	628	714	690	611	528	561	2570	2493	2616
QHRQ38_2	QHRQ38	2366	2327	2352	717	640	679	525	529	619	2577	2593	2574
DQIZD87_1	DQIZD87	614	545	586	888	930	895	621	637	583	670	684	576
DQIZD87_2	DQIZD87	546	669	574	971	858	958	548	610	595	618	670	581
EZH7_1	EZH7	1359	1323	1350	486	429	483	542	607	616	2541	2465	2448
EZH7_2	EZH7	1317	1306	1303	472	547	514	663	619	625	2519	2516	2455
ECW21_1	ECW21	2453	2407	2462	784	752	702	538	541	609	1785	1778	1784
ECW21_2	ECW21	2471	2490	2453	826	716	800	614	532	569	1881	1860	1864
GMFJU80_1	GMFJU80	1104	1043	1136	1205	1205	1201	615	624	654	3733	3611	3693
GMFJU80_2	GMFJU80	1152	1139	1032	1218	1122	1197	656	602	538	3638	3652	3706
EDOX3_1	EDOX3	836	880	850	1625	1653	1643	627	608	596	2098	2127	2136
EDOX3_2	EDOX3	898	868	876	1625	1661	1617	626	586	565	2171	2075	2152
KMQ85_1	KMQ85	1964	1986	1986	1642	1700	1648	582	673	635	1300	1398	1276
KMQ85_2	KMQ85	1962	2029	2102	1657	1712	1632	600	661	603	1396	1296	1408
QXSM173_1	QXSM173	3457	3446	3416	1835	1961	1921	641	596	593	864	896	893
QXSM173_2	QXSM173	3413	3418	3388	1948	1952	1900	533	657	615	874	954	830
ICB64_1	ICB64	1385	1405	1405	610	595	679	621	554	582	1159	1155	1210
ICB64_2	ICB64	1502	1434	1488	598	583	721	571	664	670	1104	1152	1188
MOGJT43_1	MOGJT43	2901	2958	2909	757	759	742	662	545	573	1399	1325	1442
MOGJT43_2	MOGJT43	2930	2986	2995	775	820	700	628	558	588	1417	1327	1330
OAZ83_1	OAZ83	902	888	864	2536	2614	2588	610	552	589	712	680	600
OAZ83_2	OAZ83	890	902	945	2571	2617	2538	526	573	669	700	676	685
AULR52_1	AULR52	616	687	625	444	429	330	645	612	648	2119	2201	2206
AULR52_2	AULR52	671	676	617	409	447	349	639	672	533	2137	2135	2135
WUX1_1	WUX1	1915	1939	1948	457	354	475	631	641	671	872	933	819
WUX1_2	WUX1	2015	2004	1958	425	466	376	585	531	564	906	960	889
YDTQ0_1	YDTQ0	644	684	657	2134	2045	2051	622	556	591	990	969	908
YDTQ0_2	YDTQ0	651	623	653	2131	2061	1991	548	586	528	1021	1010	1018
TSUKA317_1	TSUKA317	3239	3170	3208	1107	1052	1028	558	584	611	718	689	661
TSUKA317_2	TSUKA317	3271	3268	3205	1018	1019	1089	656	652	569	770	759	684
ICOJ3_1	ICOJ3	683	758	638	1022	1052	1029	596	666	564	3129	3129	3133
ICOJ3_2	ICOJ3	682	761	646	1108	1084	985	594	657	545	3194	3229	3139
LEXIW3_1	LEXIW3	1362	1293	1363	571	581	605	557	606	614	1720	1821	1773
LEXIW3_2	LEXIW3	1329	1293	1259	510	559	563	562	544	660	1773	1805	1820
MXVUM452_1	MXVUM452	1244	1213	1149	1209	1148	1194	588	566	579	2075	2014	2041
MXVUM452_2	MXVUM452	1164	1187	1166	1227	1137	1211	582	569	648	2091	2092	2086
HFS83_1	HFS83	1482	1396	1515	2373	2365	2425	653	576	653	1660	1700	1762
HFS83_2	HFS83	1448	1431	1475	2495	2451	2457	591	578	672	1760	1660	1653
HQBFR6_1	HQBFR6	569	613	614	756	795	886	525	614	629	390	432	377
HQBFR6_2	HQBFR6	609	541	585	760	792	804	542	660	573	416	382	494
DMOZ364_1	DMOZ364	724	749	633	675	789	774	558	658	633	5026	4997	5052
DMOZ364_2	DMOZ364	701	710	608	766	773	703	535	585	669	4992	5077	5028
VWGFJ8_1	VWGFJ8	725	654	732	6749	6849	6742	552	568	665	2649	2662	2646
VWGFJ8_2	VWGFJ8	701	719	644	6811	6783	6852	663	538	611	2710	2606	2626
EDRY6_1	EDRY6	1539	1550	1535	715	723	752	621	581	587	1177	1181	1225
EDRY6_2	EDRY6	1549	1586	1629	740	806	790	613	581	628	1272	1220	1264
QRG19_1	QRG19	140	133	121	218	92	97	221	128	166	215	195	202
QRG19_2	QRG19	197	205	122	209	78	202	154	95	217	95	86	125
EPL31_1	EPL31	2759	2658	2698	905	862	914	576	622	601	2067	2077	2038
EPL31_2	EPL31	2733	2708	2667	924	969	856	553	645	600	2109	2005	2042
EZMRP2_1	EZMRP2	1094	1071	1157	972	899	987	598	661	555	1192	1188	1265
EZMRP2_2	EZMRP2	1104	1107	1083	1001	988	917	561	672	566	1291	1207	1189
BWFI71_1	BWFI71	3855	3902	3883	228	328	367	549	548	568	1129	1143	1203
BWFI71_2	BWFI71	3912	3948	3862	335	343	242	668	533	622	1173	1177	1119
OXPLB67_1	OXPLB67	453	470	495	1286	1259	1334	581	557	667	729	660	788
OXPLB67_2	OXPLB67	540	446	555	1306	1376	1342	593	631	605	719	777	697
LXCK01_1	LXCK01	796	794	764	551	612	658	650	548	605	1081	1042	1038
LXCK01_2	LXCK01	659	700	774	605	558	625	656	637	622	1153	1028	1158
ESF241_1	ESF241	2560	2483	2450	5131	5118	5063	547	636	613	426	388	437
ESF241_2	ESF241	2455	2548	2450	5088	5022	5068	535	598	594	374	340	340
PCQLX374_1	PCQLX374	2736	2834	2743	452	398	394	595	584	536	1359	1315	1436
PCQLX374_2	PCQLX374	2780	2845	2767	496	360	364	620	548	643	1357	1414	1339
WDIL139_1	WDIL139	1177	1191	1226	1301	1393	1331	562	670	570	1799	1773	1828
WDIL139_2	WDIL139	1206	1188	1219	1385	1393	1324	643	539	602	1767	1881	1746
YFZ164_1	YFZ164	432	372	314	1927	1936	1978	639	541	651	2920	2902	2974
YFZ164_2	YFZ164	414	389	459	1980	2030	1926	611	538	660	2884	2845	2842
RZE5_1	RZE5	813	879	884	323	352	369	590	635	622	1486	1479	1532
RZE5_2	RZE5	908	821	789	335	318	444	583	561	630	1596	1494	1514
ZHR670_1	ZHR670	688	709	688	2230	2223	2214	614	670	650	700	739	725
ZHR670_2	ZHR670	662	747	733	2180	2200	2176	575	607	606	740	821	793
CVP80_1	CVP80	253	127	265	1233	1254	1210	585	633	647	666	630	574
CVP80_2	CVP80	164	165	126	1226	1202	1270	586	561	573	560	663	655
CKZ756_1	CKZ756	2633	2618	2587	812	783	728	584	544	661	670	583	644
CKZ756_2	CKZ756	2556	2498	2585	727	742	834	639	541	600	642	569	611
DCW1_1	DCW1	1368	1490	1445	1185	1239	1207	539	657	565	1637	1678	1683
DCW1_2	DCW1	1401	1429	1406	1258	1264	1210	584	593	659	1680	1720	1575
UNHRF5_1	UNHRF5	1914	1939	1884	1571	1457	1508	616	669	527	684	657	655
UNHRF5_2	UNHRF5	1871	1966	1857	1435	1462	1451	641	580	644	679	623	645
YVLZM74_1	YVLZM74	196	172	201	203	78	82	168	86	89	96	215	118
YVLZM74_2	YVLZM74	179	102	149	133	156	94	110	145	111	142	181	174
CMIF94_1	CMIF94	379	374	441	2061	2058	2097	572	629	548	1060	981	995
CMIF94_2	CMIF94	424	373	358	2053	2101	2051	620	564	620	1070	987	982
DTOY5_1	DTOY5	1729	1763	1793	856	877	798	546	568	534	3615	3501	3501
DTOY5_2	DTOY5	1800	1741	1788	786	789	866	663	601	571	3520	3547	3537
ZZE5_1	ZZE5	675	619	730	852	773	781	643	543	633	574	568	579
ZZE5_2	ZZE5	667	676	672	831	761	777	549	586	549	602	643	575
EZQWT75_1	EZQWT75	1378	1320	1354	2451	2453	2425	597	605	580	1210	1219	1297
EZQWT75_2	EZQWT75	1245	1274	1239	2537	2502	2551	673	565	565	1210	1346	1223
OCRL95_1	OCRL95	1571	1584	1587	1077	1132	1018	644	595	662	393	476	436
OCRL95_2	OCRL95	1559	1480	1550	1123	1145	1112	554	575	540	421	449	351
VICZ382_1	VICZ382	2524	2451	2522	6423	6451	6339	617	630	594	625	593	586
VICZ382_2	VICZ382	2421	2569	2555	6450	6440	6460	543	668	587	602	634	570
INAGT67_1	INAGT67	1970	1860	1983	843	808	829	566	539	662	1212	1205	1201
INAGT67_2	INAGT67	1853	1951	1893	846	768	726	526	594	638	1308	1313	1202
LWKRP187_1	LWKRP187	490	552	501	2130	2051	2087	555	671	547	2662	2770	2747
LWKRP187_2	LWKRP187	536	478	581	2123	2154	2113	628	652	526	2669	2726	2659
DENZ35_1	DENZ35	1321	1368	1265	1660	1685	1727	629	535	627	1806	1867	1838
DENZ35_2	DENZ35	1372	1259	1286	1734	1716	1778	539	675	647	1760	1818	1890
TEI14_1	TEI14	1029	1121	1024	1076	1056	1025	641	526	645	317	388	295
TEI14_2	TEI14	1085	1093	1076	1090	1021	1080	642	621	570	316	386	282
KPD27_1	KPD27	335	417	465	843	735	716	574	590	628	1385	1443	1423
KPD27_2	KPD27	424	377	470	720	798	734	651	623	566	1328	1428	1435
HRIKY785_1	HRIKY785	1038	979	1031	1668	1776	1735	531	592	605	1879	1987	1969
HRIKY785_2	HRIKY785	1031	1022	1066	1728	1779	1751	611	571	593	1907	1966	2020
GPYZM103_1	GPYZM103	1652	1547	1547	769	784	768	653	617	546	1379	1432	1339
GPYZM103_2	GPYZM103	1594	1531	1568	827	762	863	657	649	675	1350	1400	1412
UJXO53_1	UJXO53	678	707	725	1803	1768	1757	530	526	601	1490	1451	1424
UJXO53_2	UJXO53	719	711	757	1830	1812	1792	625	646	553	1510	1472	1395
WRO0_1	WRO0	1249	1320	1308	3045	2918	2998	665	657	612	1472	1431	1382
WRO0_2	WRO0	1307	1354	1256	3018	2947	3027	617	671	605	1411	1422	1463
DBM1_1	DBM1	552	571	631	1994	1883	1979	659	579	578	4354	4379	4284
DBM1_2	DBM1	615	600	584	1994	1876	1986	652	606	628	4267	4259	4331
UJX3_1	UJX3	5940	6067	6005	339	207	223	658	578	626	3536	3463	3566
UJX3_2	UJX3	5962	6029	5969	247	225	232	632	665	668	3486	3512	3464
LHXQ5_1	LHXQ5	1724	1682	1715	571	547	563	536	644	600	360	376	304
LHXQ5_2	LHXQ5	1654	1760	1738	517	554	574	577	611	666	363	303	389
FSMFC4_1	FSMFC4	813	743	756	3265	3189	3178	525	631	598	2767	2807	2737
FSMFC4_2	FSMFC4	759	787	739	3228	3310	3215	557	532	635	2789	2824	2725
KKWF247_1	KKWF247	490	525	456	1079	1073	1013	592	592	627	713	580	634
KKWF247_2	KKWF247	437	475	416	1066	1011	996	660	589	665	645	647	623
RGWZ094_1	RGWZ094	3068	3060	3009	825	915	923	545	644	533	3188	3273	3240
RGWZ094_2	RGWZ094	2997	2959	3025	868	892	905	621	658	609	3185	3234	3198
MOKBA9_1	MOKBA9	391	278	301	1917	1809	1894	590	645	666	2019	2007	1991
MOKBA9_2	MOKBA9	313	305	357	1796	1908	1863	648	640	614	1998	2050	2124
MDI842_1	MDI842	1183	1296	1275	867	765	760	590	658	567	489	488	419
MDI842_2	MDI842	1287	1260	1203	883	746	795	622	612	636	401	484	420
IBEZ801_1	IBEZ801	1727	1731	1686	817	770	852	625	553	545	1235	1203	1236
IBEZ801_2	IBEZ801	1665	1684	1711	800	861	790	540	645	576	1299	1200	1246
ETOJ95_1	ETOJ95	580	640	672	1906	1882	1996	634	568	640	901	843	915
ETOJ95_2	ETOJ95	606	579	605	1938	1976	1971	601	664	615	839	854	813
YLPDI71_1	YLPDI71	4502	4494	4488	1163	1184	1185	596	601	627	518	476	575
YLPDI71_2	YLPDI71	4464	4553	4503	1229	1286	1172	541	543	564	507	559	554
KBSO715_1	KBSO715	1514	1612	1619	781	713	672	577	579	614	4442	4470	4421
KBSO715_2	KBSO715	1532	1560	1515	661	776	771	531	581	538	4458	4519	4513
CBLYW90_1	CBLYW90	1629	1699	1685	2867	2832	2751	532	617	541	3438	3430	3532
CBLYW90_2	CBLYW90	1644	1622	1588	2775	2757	2775	533	595	558	3499	3431	3464
MDZT60_1	MDZT60	1311	1287	1301	734	790	812	546	645	645	3144	3139	3120
MDZT60_2	MDZT60	1324	1411	1384	697	791	763	607	526	649	3169	3198	3231
CSUF654_1	CSUF654	1342	1325	1317	678	777	741	606	623	561	451	322	437
CSUF654_2	CSUF654	1422	1349	1415	751	735	695	661	551	543	316	437	439
ZVR57_1	ZVR57	2502	2548	2509	2479	2407	2466	659	572	667	710	654	579
ZVR57_2	ZVR57	2555	2473	2541	2400	2485	2434	649	597	592	690	567	688
QFED10_1	QFED10	635	551	590	3699	3688	3657	604	635	581	524	454	536
QFED10_2	QFED10	579	638	535	3742	3614	3729	585	643	532	513	536	508
TELV1_1	TELV1	472	482	444	1294	1265	1323	567	593	563	1002	974	1048
TELV1_2	TELV1	475	430	474	1337	1227	1222	542	541	630	1054	1043	1071
NIZ173_1	NIZ173	1129	1107	1176	491	534	556	637	550	527	639	719	755
NIZ173_2	NIZ173	1132	1075	1055	507	511	529	601	566	567	690	696	651
GDSA8_1	GDSA8	261	354	371	2648	2651	2600	598	528	581	2170	2051	2044
GDSA8_2	GDSA8	330	318	309	2677	2730	2651	630	626	543	2144	2026	2050
HEK489_1	HEK489	367	419	500	3317	3272	3260	662	637	651	331	346	324
HEK489_2	HEK489	452	436	407	3268	3235	3243	641	655	624	441	412	299
FHOG613_1	FHOG613	1726	1859	1805	868	798	784	576	620	551	3538	3497	3531
FHOG613_2	FHOG613	1760	1817	1780	842	805	896	611	617	530	3536	3563	3456
RJQK1_1	RJQK1	1161	1159	1067	1108	1163	1030	586	607	589	4062	3941	3943
RJQK1_2	RJQK1	1094	1169	1086	1112	1090	1041	614	571	649	3992	3984	3952
WTO4_1	WTO4	1287	1346	1324	4513	4399	4419	562	574	531	832	746	838
WTO4_2	WTO4	1308	1353	1370	4472	4517	4513	560	582	580	832	728	807
HEPKV8_1	HEPKV8	1172	1139	1038	1084	983	1103	543	659	673	473	531	571
HEPKV8_2	HEPKV8	1152	1086	1115	1106	1054	1020	535	575	596	576	475	600
KNWC610_1	KNWC610	413	414	385	1426	1473	1455	554	572	537	428	359	488
KNWC610_2	KNWC610	481	409	413	1471	1570	1553	623	660	666	444	417	355
WEJBG4_1	WEJBG4	5143	5130	5121	2030	1991	2063	596	562	583	1540	1534	1464
WEJBG4_2	WEJBG4	5155	5142	5128	2038	2110	2020	653	550	526	1488	1444	1488
VMBEH6_1	VMBEH6	1484	1426	1397	1793	1762	1800	538	583	619	991	1101	1111
VMBEH6_2	VMBEH6	1446	1371	1436	1745	1733	1753	659	597	574	1101	1009	1018
CDJHE675_1	CDJHE675	680	656	772	227	209	176	635	537	671	784	794	847
CDJHE675_2	CDJHE675	688	683	782	300	238	224	585	601	655	748	743	727
YVBZ4_1	YVBZ4	869	790	797	552	618	616	586	587	598	2858	2908	2821
YVBZ4_2	YVBZ4	835	883	845	584	500	633	548	587	583	2815	2935	2889
XWE76_1	XWE76	6666	6583	6574	4027	4047	3994	586	578	625	3548	3583	3570
XWE76_2	XWE76	6574	6643	6685	3926	4049	4005	636	666	558	3482	3487	3477
LQL10_1	LQL10	989	984	863	925	948	920	556	652	629	7212	7112	7173
LQL10_2	LQL10	934	853	916	1015	938	1031	544	612	671	7117	7211	7178
UGN294_1	UGN294	559	506	547	2432	2423	2331	573	585	651	4375	4343	4353
UGN294_2	UGN294	503	550	514	2408	2357	2376	595	555	616	4395	4286	4300
YZOG409_1	YZOG409	809	784	774	452	396	492	607	577	675	584	626	543
YZOG409_2	YZOG409	767	721	775	410	498	453	607	577	563	522	528	620
WQA57_1	WQA57	409	429	452	1531	1435	1440	573	623	540	652	702	761
WQA57_2	WQA57	391	474	443	1488	1458	1427	633	585	656	700	740	726
RNV7_1	RNV7	1106	1094	1107	531	555	575	601	598	666	828	744	786
RNV7_2	RNV7	1023	1091	1007	526	522	548	586	613	548	831	815	859
ELV8_1	ELV8	411	548	413	1045	1023	1027	642	580	666	1006	916	923
ELV8_2	ELV8	500	438	529	989	994	1060	533	530	656	962	962	1002
MKUJZ74_1	MKUJZ74	462	436	550	1836	1801	1774	592	659	672	718	791	811
MKUJZ74_2	MKUJZ74	436	467	444	1812	1816	1864	617	654	540	814	817	803
DILX32_1	DILX32	1059	1012	1045	292	259	244	674	569	540	1180	1056	1097
DILX32_2	DILX32	1002	958	995	221	205	251	674	567	561	1186	1058	1111
FXMJC1_1	FXMJC1	650	672	579	784	792	759	544	561	641	1538	1518	1622
FXMJC1_2	FXMJC1	694	679	700	896	829	834	581	542	637	1539	1649	1586
COM30_1	COM30	1839	1890	1943	896	992	859	662	613	668	2842	2863	2858
COM30_2	COM30	1931	1896	1869	936	976	895	670	661	580	2822	2817	2760
AVSXD452_1	AVSXD452	1117	1008	1078	902	932	900	641	665	648	1314	1331	1391
AVSXD452_2	AVSXD452	1119	1109	1004	959	879	950	555	638	616	1322	1344	1308
WIMVS51_1	WIMVS51	1372	1337	1262	1187	1188	1148	585	673	658	621	607	670
WIMVS51_2	WIMVS51	1391	1362	1307	1168	1091	1162	665	543	570	672	617	694
WBJDP19_1	WBJDP19	457	583	472	1370	1430	1470	636	667	560	1284	1249	1186
WBJDP19_2	WBJDP19	532	474	575	1480	1375	1370	547	673	653	1214	1187	1241
TDAGT70_1	TDAGT70	3614	3661	3606	673	678	696	578	583	593	722	762	732
TDAGT70_2	TDAGT70	3680	3614	3570	750	733	776	556	656	646	714	753	717
UGEU87_1	UGEU87	917	992	899	940	946	1010	663	585	556	531	519	420
UGEU87_2	UGEU87	990	962	938	931	999	948	544	560	675	528	414	534
THL32_1	THL32	1096	1157	1089	704	636	619	644	543	649	905	904	860
THL32_2	THL32	1034	1106	1054	632	645	646	593	572	584	957	932	908
QIS01_1	QIS01	825	897	897	2178	2208	2205	577	551	628	943	919	855
QIS01_2	QIS01	929	902	934	2181	2139	2077	645	554	648	955	981	939
NRFBV8_1	NRFBV8	479	499	429	726	718	845	587	597	619	988	1115	1040
NRFBV8_2	NRFBV8	370	361	456	725	707	802	569	672	607	1081	1090	1069
AVOFU60_1	AVOFU60	1760	1771	1766	507	433	463	610	598	621	1360	1240	1241
AVOFU60_2	AVOFU60	1730	1687	1734	540	458	492	602	584	571	1338	1305	1242
MZOT89_1	MZOT89	1275	1260	1147	983	998	1099	564	660	664	722	668	653
MZOT89_2	MZOT89	1268	1181	1168	1009	1060	1126	529	601	528	735	730	738
